I_RMS,P,S,H1,A1,H3,A3,H5,A5,H7,A7,H9,A9,H11,A11,H13,A13,H15,A15
0.01214877,-0.902067867,2.868597764,0.004360944,142.1368518,0.000751902,74.22293878,0.001238147,-57.77233066,0.001383949,-18.04014197,0.000538116,6.198408705,0.001981566,-174.405244,0.002737902,5.00552095,0.000163247,-38.04153293
0.010649182,-1.107496603,2.514205472,0.00431958,169.5942715,0.002296091,27.96199139,0.000615992,-167.7024907,0.000869757,-75.76719107,0.001708958,-65.80127551,0.000799279,101.284825,0.000853629,77.3559615,0.000543865,-95.00221806
0.012273788,-0.950660167,2.897850921,0.004109671,152.5054847,0.00083743,-71.20510182,0.00119028,3.964777905,0.000753826,-136.9683991,0.000896206,-84.25559493,0.000227608,-112.2267398,0.002118907,25.45415523,0.000934,-172.1605634
0.011688782,-0.686450327,2.759484998,0.004242603,127.648144,0.000834061,79.63023078,0.00187009,-66.73908872,0.002124735,39.92655157,0.001815405,-138.4344915,0.001133965,-58.07752674,0.001519137,67.80943856,0.001400904,-84.52084257
0.011699304,-1.018383267,2.761829231,0.00444635,151.3608166,0.000918207,11.58209318,0.001469316,20.90792139,0.00090654,179.496756,0.001947165,-97.63322536,0.000146385,-110.8507871,0.002162876,4.341800148,0.001003737,-146.1632609
0.01149181,-0.967968674,2.713412821,0.004842199,139.6815381,0.001329012,43.69167542,0.000789956,-69.2669171,0.001908536,-27.16733536,0.000922486,23.60532134,0.002453819,179.5467691,0.001627332,19.71468709,0.000729707,-100.8876728
0.01206482,-0.93277975,2.848599599,0.005362362,131.7813389,0.001464052,-16.52137128,0.000638231,85.49015602,0.001345203,-61.28458789,0.000382505,-85.17559103,0.000294411,-156.7550649,0.000988779,41.53171876,0.000989322,54.43184139
0.010552483,-1.017459021,2.492132406,0.00448451,150.3165533,0.000493642,113.7768427,0.001358254,-60.10242369,0.000489837,-38.94279293,0.000599018,117.7368997,0.00207541,168.9090914,0.001075498,-6.352791095,0.000840894,-1.284137807
0.012983928,-1.231210797,3.06614019,0.00483577,169.5623649,0.001560285,66.97207355,0.001851814,-139.9249376,0.001273905,-96.84960609,0.001586318,-42.5255909,0.002656488,166.8065054,0.001919292,-17.33865679,0.001651604,-168.2510732
0.011473661,-0.844265324,2.709201531,0.004412869,136.9639042,0.000572172,112.1423118,0.001991154,-48.75066363,0.001529646,10.15461449,0.002130795,-122.0689199,0.001075427,128.3135344,0.001901015,13.23529857,0.001852885,-113.8192261
0.011679641,-0.827616338,2.757620108,0.00385828,144.7626387,0.000475728,153.6019213,0.00113638,-42.78027704,0.001810714,-0.465436088,0.001369036,160.9639835,0.001089541,-140.4491221,0.001153784,-0.885722756,0.001334879,-5.150131046
0.011427566,-0.600369783,2.697906107,0.004773937,118.5408502,0.000533649,-145.6221489,0.00194448,-33.58663263,0.000911338,37.46000162,0.00027559,-68.75986995,0.001270514,167.0223898,0.001095447,-5.225236001,0.001957023,-24.99714269
0.010097189,-1.06315963,2.383787038,0.004202101,165.109653,0.002610284,27.91555183,0.000990566,-136.5803843,0.001847864,-17.52198516,0.000625005,-145.3312951,0.000352982,142.2191241,0.001556174,31.48643652,0.001443852,-43.47434997
0.012908037,-0.798020169,3.047653002,0.004548888,131.529366,0.001112163,-35.7169394,0.001440958,4.376511979,0.001530426,-27.24988116,0.001954882,109.1140668,0.001998898,-101.1988766,0.003510881,41.87547772,0.001249388,-132.2179654
0.010555726,-0.933923323,2.492049025,0.003773428,159.7588565,0.000908894,-7.103991626,0.00090129,14.87052001,0.001314477,27.97160793,0.001832689,-163.5345384,0.001468026,-139.0788824,0.002356317,28.72166791,0.000786523,3.070416763
0.010656584,-0.940267621,2.515886132,0.004440367,143.8330736,0.00061711,-12.33600184,0.001131909,-8.161532222,0.000866871,-34.8700108,0.001007402,-1.292591074,0.002073601,-164.7108776,0.002050743,0.870971233,0.001247742,11.7471228
0.011793652,-1.046745822,2.784448554,0.005067982,142.0098498,0.000448832,-73.09991247,0.000962201,-4.358227842,0.001037476,26.4915896,0.001434543,-87.53942758,0.002174302,177.7938898,0.002237523,-1.863985799,0.001016947,95.14486689
0.012090481,-0.853202463,2.854616069,0.004611116,135.139917,0.000976606,86.97382931,0.001158954,-80.41489717,0.001021788,68.47437278,0.002175615,-57.84235781,0.001190662,94.16964112,0.000916819,0.54736542,0.000510397,-92.164183
0.010352791,-1.040408947,2.44451528,0.005082928,141.1738692,0.00131598,89.95908887,0.000954705,-67.33995596,0.001880493,-8.829836105,0.000196086,-150.3001218,0.001259647,-165.6174409,0.001817443,16.80220462,0.001135645,-23.29209305
0.013517816,-1.037367764,3.191529722,0.004523982,151.6860994,0.002130487,-0.237996346,0.001423511,95.32372868,0.001028929,-171.5068446,0.00257303,-43.91872156,0.001346755,108.6161153,0.000508829,3.530386313,0.000604306,-11.82615971
0.010372991,-1.175453881,2.449351679,0.004570249,171.2029893,0.001659051,2.126290537,0.000864583,-117.4984532,0.001203313,-18.17921695,0.000439856,-141.9242621,0.002143085,154.1537837,0.001764696,-28.74712164,0.000891994,-4.991395412
0.011601302,-0.663204203,2.739175404,0.004487709,124.0814699,0.000767113,-44.97764822,0.002014661,-0.579828656,0.001325457,111.5326345,0.001529148,-83.53946828,0.000293949,-153.7924148,0.003040892,24.68958894,0.001496558,-168.4074366
0.011207261,-0.963291472,2.64599815,0.00399368,157.1471051,0.001818857,16.48772317,0.000622405,75.18517586,0.00076867,-104.991821,0.002162644,-49.06490662,0.001466273,150.3016326,0.001879158,52.26149658,0.001016321,-105.7698839
0.011669236,-1.089278386,2.754972755,0.005086975,144.78058,0.000739507,-36.56915733,0.001039915,-50.97616589,0.000384708,-61.77017007,0.001126622,-171.2805032,0.001798691,-109.1163921,0.00292067,41.85309522,0.000480469,-73.54853084
0.010224354,-1.229374302,2.413641314,0.004927662,162.7504346,0.00157846,-49.22608363,0.000315837,-88.98645162,0.001565164,-10.36618633,0.000734981,-148.0215142,0.001319021,176.9599463,0.000480433,24.3378105,0.001230867,-7.30648063
0.011799977,-0.947748473,2.785797229,0.004446655,144.1199799,0.000859139,85.32649632,0.000513659,-7.576668296,0.001137057,-8.675494313,0.001068948,-142.7619061,0.001251087,-121.7113268,0.001813078,14.79590108,0.00123593,58.34884356
0.012143331,-0.876360111,2.866896857,0.003638543,157.6133737,0.002079545,63.10689512,0.000996011,-176.3552944,0.002790996,-46.86545031,0.001447144,63.68336923,0.001745459,160.3932885,0.001195471,3.063507539,0.000637392,-59.62483697
0.011219972,-1.044561441,2.648887372,0.005183458,140.2704742,0.000616087,66.74137385,0.000480273,-45.41758567,0.000179738,-100.2018504,0.000202928,-114.839895,0.001586375,-159.0494854,0.002347782,38.43503345,0.001397605,168.1604448
0.009918747,-0.658905978,2.341555801,0.004023973,128.5382264,0.000501928,131.3907164,0.001087078,-43.24594474,0.001452251,-20.05612972,0.000155334,-83.07352439,0.00138716,-160.245782,0.001819821,-1.370909656,0.000569655,47.15346354
0.010539549,-0.77702143,2.488434187,0.00341243,149.9025635,0.00226375,72.37945423,0.001752904,-114.5637654,0.002823707,-6.259457748,0.00053241,-143.6663795,0.000924964,-165.7177774,0.001833623,26.43681607,0.000955681,-115.4461491
0.011202183,-0.893479617,2.644659691,0.004416668,140.5713316,0.000364875,-10.35189593,0.000930698,-140.4843048,0.001886803,-18.82444117,0.001427045,62.54384376,0.002811129,-147.7095675,0.002842277,12.69231071,0.001246328,-123.6902941
0.012373176,-0.840821398,2.921959656,0.00531698,127.1055177,0.001165516,-137.8783813,0.000947135,-31.49353031,0.001396235,7.484290049,0.000445657,-89.91314957,0.002055821,171.9112592,0.001524209,13.56085716,0.001067148,-97.78935925
0.011763584,-0.924076533,2.777374364,0.004218535,147.3209353,0.000865711,-8.411668566,0.000955898,161.2147623,0.000473701,-49.05450645,0.000742146,-55.97172901,0.00076758,131.8760784,0.001702052,45.61571087,0.000844284,-93.59894217
0.012746782,-0.510571539,3.009946215,0.005367098,111.3039963,0.001408724,160.2967309,0.001997814,-70.38722508,0.000723517,18.23724875,0.00111678,-38.20304844,0.001097642,108.1831751,0.000516415,156.7389233,0.002050583,-56.88437667
0.010994165,-0.559189165,2.596124176,0.003705268,125.067686,0.000446072,-157.2389998,0.000199835,157.2598874,0.001340495,-35.67311404,0.000629864,82.0032321,0.000543973,-125.7834358,0.00185981,75.92063687,0.002365832,-75.68176607
0.011778361,-1.308346382,2.781142313,0.005471086,155.8657367,0.000934054,77.56598785,0.000804564,-79.36216023,0.001063617,8.599864941,0.000594207,37.45775094,0.001688364,157.6657525,0.001830007,35.34448435,0.000470321,53.72714732
0.012003452,-0.752607356,2.833789918,0.004074013,134.1035664,0.001670023,153.7313189,0.001879028,-68.38932374,0.001756811,26.88930296,0.001955996,149.1599604,0.002268583,-102.3004336,0.00354693,45.00931031,0.000972704,-144.9087056
0.010959191,-0.989472676,2.587493383,0.003808855,177.6271438,0.002456884,32.59859251,0.001075672,-150.1695773,0.001415901,-56.4846143,0.000507713,-60.04608425,0.001282442,141.5918749,0.001991048,41.0335302,0.001102036,-115.3095056
0.010080878,-0.959445993,2.380167461,0.004494046,144.7790743,7.28E-05,124.7383386,0.000414867,-52.02981837,0.000977446,-24.5129414,0.001040754,-139.7827731,0.000849602,163.7350893,0.000847365,25.90230021,0.001014389,-95.39870053
0.011923384,-0.974751162,2.814769949,0.00473933,142.3121046,0.00157595,34.36467841,0.001123917,145.4200086,0.0025815,-47.37793475,0.000978686,41.56454381,0.00187913,136.7835885,0.001213452,-10.44675095,0.001373493,-31.61269918
0.012141624,-0.785371552,2.865842431,0.004420864,133.0148953,0.001367315,89.33974632,0.001346406,-76.69909011,0.002574118,-41.15634516,0.000462734,53.06062856,0.001813493,155.0450474,0.0013256,-19.23892293,0.000856551,-173.6788266
0.011742999,-0.898682992,2.772052174,0.004697119,137.3724667,0.000501015,61.84753883,0.00099777,-160.7075807,0.001052517,-27.11886394,0.000417919,-35.52141035,0.001556294,128.0594782,0.000424659,-154.0888986,0.000555703,-9.637581186
0.011000167,-1.095675328,2.596913537,0.004551603,157.5303174,0.002015901,12.74635942,0.000396861,-177.1537315,0.000490068,53.30089218,0.002117852,-83.93422141,0.001528477,115.0249089,0.000587894,99.39891293,0.001487989,-110.9259432
0.011431882,-0.614649124,2.699254973,0.00273732,148.6878398,0.002331786,66.44215417,0.00106527,-84.57087225,0.00212072,16.14716606,0.001023047,-4.616430012,0.001121839,137.880014,0.002787857,-5.407801352,0.000680534,89.68898569
0.012684761,-0.763716678,2.995006997,0.004200916,134.0130157,0.001374552,51.30796889,0.001327336,-136.822388,0.002099887,-10.65154377,0.000460451,-158.3001138,0.000248394,128.4437554,0.001278419,62.62746917,0.001434879,-35.75604524
0.010933196,-0.97401407,2.580762703,0.004493318,145.4544293,0.002431854,0.662377203,0.000629665,92.10468294,0.001357955,-4.712399112,0.000905327,166.3851645,0.001766737,-66.92687978,0.00249563,49.96268702,0.001013368,-67.34655487
0.01171363,-0.907679309,2.765467965,0.005487744,129.2211888,0.001149026,65.03339352,0.001279609,-151.1225461,0.000818147,-35.54509055,0.000335358,-95.24737723,0.000925794,-100.8581747,0.00254592,51.31580275,0.000842721,-154.6993859
0.010690571,-0.868820414,2.524193689,0.004080913,143.7724016,0.001328398,106.3022861,0.001676266,-53.47619752,0.001223292,53.58665551,0.001466194,-105.0128587,0.000663518,130.7614637,0.002946188,50.53653617,0.000368621,106.1886202
0.01054634,-0.826030452,2.489804563,0.004189675,139.2057011,0.000409576,54.11088825,0.000408594,-128.3762207,0.001953643,-28.97770737,0.000921316,38.08243313,0.002508542,162.9121941,0.00166724,-12.16695805,0.001211401,-53.25423644
0.012664581,-1.137548925,2.990337768,0.005438177,143.2828746,0.001126341,65.43632253,0.001422692,138.213708,0.000906236,-57.64078087,0.001133048,82.41060493,0.001891305,144.6741765,0.002080908,56.94182299,0.000749067,-74.28859804
0.010467957,-1.113404571,2.471331011,0.004970374,149.0042462,0.001055506,-19.1927321,4.68E-05,-74.93818781,0.000254827,-140.9751547,0.001527593,-144.1968318,0.00073836,-47.6125018,0.002009679,50.98829133,0.000261755,-138.4562046
0.013060195,-1.026568966,3.083306172,0.005388239,136.734869,0.00072389,-30.46698737,0.001506535,-2.816988117,0.000258053,-85.32708484,0.000247078,-85.09481217,0.001832437,-157.4054707,0.003040515,4.729819561,0.000476395,152.5231561
0.012363188,-1.014180491,2.9192879,0.004863979,142.9704139,0.000567248,-28.37058697,0.000742349,172.4636578,0.000677449,47.63267014,0.000592092,-120.3574444,0.00161771,-173.2487772,0.000787852,38.62666483,0.000447416,179.7230092
0.011385421,-0.857614643,2.68839677,0.004495401,136.1524156,0.001089376,146.7108182,0.002562408,-35.62794335,0.002136367,48.21226359,0.002603044,-114.134727,0.000559071,-175.7670166,0.001319859,44.78754966,0.000472676,-79.93339601
0.011429248,-0.939423776,2.698578897,0.004346957,145.259105,0.001286075,28.27855,0.000709631,-88.24056516,0.00169189,0.092627399,0.000602235,130.4955621,0.001628844,-162.5617834,0.002065176,26.00309194,0.001388752,-74.68370388
0.011806327,-1.014681268,2.787711399,0.004804301,144.106725,0.001272767,58.68819579,0.001238167,-99.97144405,0.001014099,-7.174641438,0.00081556,-37.42773939,0.001522445,141.082,0.000589087,-7.32729619,0.000904813,-45.19955097
0.010279884,-0.772722878,2.42745349,0.004140664,135.4909299,0.001437803,116.0839844,0.001258022,-92.2813258,0.000906294,14.09656088,0.000596129,-99.20580332,0.000473861,165.2638259,0.001817,14.86354851,0.000778386,-61.1060325
0.012848253,-1.131224671,3.033658742,0.004966027,150.9276306,0.001299855,16.82436923,0.000889492,-178.6503379,0.001361009,-51.48607512,0.000335514,22.70009644,0.001254797,-174.6905901,0.001781626,27.30036003,0.000280117,-96.09362216
0.011351771,-1.012357331,2.680102688,0.004321468,153.052292,0.000940467,21.77503161,0.000822161,-89.93828113,0.001374095,13.04429214,0.001575246,153.8962955,0.002177265,-119.665035,0.002492931,33.47553174,0.001155046,-139.377771
0.011025248,-1.027028971,2.602875188,0.004522685,149.6769591,0.001115061,39.14776559,0.001075095,-12.9304707,0.001323269,-19.90473792,0.000635686,174.6176057,0.001545,-174.0791758,0.001918785,36.14176621,0.000667972,-16.82914638
0.010770328,-0.903021964,2.542673882,0.003749659,157.9628563,0.001389195,49.32666918,0.001374613,175.0516603,0.001571368,-93.00015202,0.000830227,48.26937385,0.002106374,166.0689994,0.002044276,14.31415375,0.000368191,-56.44888025
0.011624454,-0.779793842,2.744493019,0.004437655,132.3079066,0.001011356,-168.9152375,0.001200354,-50.82960799,0.000662381,1.338140491,0.000800048,-115.0330002,0.001323565,-179.6735492,0.001952028,-9.258105913,0.001076383,106.7400501
0.012026411,-1.300892927,2.839081723,0.004978406,177.1858131,0.002876512,14.70506123,0.000336402,115.6635733,0.000461266,38.53606832,0.001845428,-118.0225362,0.001336402,9.976384289,0.002660977,43.49640628,0.001355216,-143.0213919
0.011270129,-1.027659876,2.661006331,0.005677433,133.6906451,0.001069369,-133.5389248,0.000727479,-36.82170073,0.001945334,28.42222312,0.000782286,-150.1230684,0.000490289,138.8152358,0.000357164,41.34022525,0.000992444,56.16598281
0.012391359,-0.873541174,2.925653148,0.005075325,131.2124986,0.001412993,35.53839931,0.001430489,-151.5883323,0.00153601,-11.4111167,0.000816593,-89.0922022,0.000485585,88.66831677,0.00123094,108.9844013,0.001349185,-56.83259694
0.01134151,-0.985851138,2.677986911,0.005099487,137.5698404,0.001256312,85.72620879,0.002362513,-62.9833039,0.001382537,44.7869771,0.001423095,-86.21803724,0.00189613,134.5391872,0.00124293,-8.298944466,0.001751298,-45.36309163
0.012558361,-1.190944278,2.96536702,0.00490553,158.1580011,0.002035008,12.74543898,0.000829106,-116.9319091,0.001145616,-1.935733963,0.000944199,-99.08393222,0.001683799,179.6077475,0.002372404,19.72929241,0.000758871,-130.9911131
0.011479293,-0.903942839,2.71071361,0.005119168,132.3377898,0.000997462,49.34463846,0.001492998,-86.50819408,0.002049215,-5.051653165,0.000542459,-40.041358,0.001465223,161.6440556,0.002310461,4.19322283,0.00068112,74.4651228
0.011939782,-0.994776645,2.819116036,0.003903702,166.6114497,0.000607388,65.98997961,0.001729104,-104.2163512,0.002611147,-4.97675507,0.001269483,102.276581,0.001791249,-159.5970821,0.001941628,-3.383190479,0.000140826,-30.56459364
0.013166766,-0.994009716,3.108600747,0.004138687,156.3862041,0.001260794,25.62073877,0.001169833,-59.67941159,0.001326646,46.5021435,0.00065752,-71.23786413,0.001466001,167.7020592,0.001834488,-1.769921648,0.000901238,106.9199245
0.011979691,-0.55905528,2.828346426,0.004111398,120.9759342,0.000633058,115.1071981,0.001227859,-108.1951081,0.002032138,-3.871181422,0.000514957,147.6696114,0.001439099,-122.8162951,0.002119249,44.28654581,0.001429863,-97.50957339
0.010889398,-1.152716415,2.570869885,0.004732103,159.6214171,0.001429481,6.746405055,0.000678911,176.5443772,0.00230031,-51.33425535,0.000924125,102.632982,0.001635466,138.0787317,0.001338641,-4.172005792,0.001081318,14.15417449
0.011512873,-0.879762448,2.717743203,0.00450737,138.1465469,0.000595191,-148.3572748,0.000794729,-50.83791214,0.000737318,-7.034620882,0.000357469,98.03394398,0.002147397,-152.947891,0.002912548,6.506447961,0.001241788,67.51413863
0.011088979,-0.520127445,2.618063618,0.004508741,116.3296182,0.001480731,157.3645642,0.00132503,-101.8289948,0.000612706,1.187199893,0.000527136,-40.08173525,0.001522809,108.0741402,0.000264229,114.4975711,0.0021051,-46.55106034
0.010268315,-1.049364342,2.424007004,0.004915497,144.6626157,0.000922987,-4.717412358,0.000702506,-134.6513376,0.001353363,-4.25394191,0.001267851,-106.7825994,0.000365327,-113.9982355,0.002052278,58.3442613,0.001272159,-118.4808463
0.009475133,-1.024318295,2.236460994,0.004179847,159.3908788,0.001145614,-28.6397565,0.001728699,-41.48109415,0.001051618,69.48466236,0.001424043,-122.4611477,0.000660471,131.1958804,0.000606846,28.09326144,0.001690041,-64.72624456
0.011017731,-1.361504348,2.600776914,0.00536607,166.770196,0.002388888,-7.69681276,0.000729349,33.43010165,0.000394379,156.8096833,0.001936248,-59.98429358,0.001409512,126.0889862,0.000784333,-17.44181919,0.000530765,-55.73286625
0.011351063,-1.011837664,2.679907867,0.004907801,141.8807136,0.000997754,-64.52433899,0.000684077,6.614321768,0.001472854,53.82308037,0.000937782,-111.4824098,0.000137143,-134.4166477,0.001224398,14.75446269,0.000275097,-85.43307756
0.012777064,-0.96322373,3.016244411,0.004558708,143.5285418,0.001527325,75.66709151,0.001526598,-100.5213815,0.001900362,13.12262772,0.000152179,-88.78385584,0.00196865,-142.6411739,0.001467905,7.173064519,0.001420878,11.11380728
0.011278262,-1.081802406,2.662237077,0.004711273,150.8219668,0.002105034,19.68346926,0.000977131,-30.47499372,0.001187893,-5.984180378,0.000365044,84.61016597,0.001797834,-147.5202002,0.002154561,12.27170698,0.000705106,-51.73311606
0.011428909,-0.811146979,2.697951549,0.003950375,141.1241413,0.001222936,95.93130453,0.002744898,-76.11276839,0.002343395,60.79268841,0.001947351,-164.0385943,0.000986876,-51.80861762,0.001550517,43.47834974,0.001592722,-123.1635516
0.011143319,-1.111170605,2.630746766,0.005198364,144.6660803,0.000667896,62.02407079,0.00080044,-47.95998018,0.000998321,-5.437060673,0.001053886,-126.3848727,0.00061589,-162.9841944,0.001607629,43.73900809,0.000524586,-72.93133993
0.01135488,-1.066274203,2.680319221,0.004724224,149.6196606,0.001218976,18.72023285,0.000468456,-110.3217666,0.001411942,-30.74992037,0.000703569,-9.697019831,0.00167346,-177.9038228,0.001800109,12.13847782,0.000842441,-72.09240107
0.011668305,-0.847902263,2.754311657,0.004114991,141.8480282,0.001237037,33.92008461,0.001198441,-83.10951462,0.001392947,-11.82438433,0.000820985,-130.8373142,0.000281347,171.6437299,0.001118838,59.22551389,0.001033477,-63.09667104
0.010782436,-0.84887188,2.545618886,0.004039126,143.131732,0.001504505,91.31117993,0.001516392,-68.66351558,0.001327182,8.943538533,0.000337722,-6.087944651,0.001664595,179.5309015,0.002683523,4.868904617,0.000315639,68.74664088
0.010985674,-0.799146994,2.59309656,0.003928889,140.9144236,0.001206814,92.08737159,0.001208758,-124.3737676,0.001488744,-27.59324842,0.000686938,136.4006309,0.000640088,-152.0716723,0.001648915,45.63800352,0.001434245,-50.36144151
0.011961128,-0.627552242,2.823259708,0.004785557,120.0136718,0.001138892,93.04791497,0.001782884,-110.6759366,0.002161011,-8.478370626,0.000311118,-111.5812876,0.000795481,-144.5902226,0.001687295,35.9571556,0.001492732,-115.9381118
0.011251586,-0.624468774,2.655816958,0.005275232,117.1119556,0.001297273,-124.3223786,0.000714219,7.182244648,0.002251431,-37.86665121,0.000313559,-137.3125027,0.001056048,119.1910855,0.001499858,-10.61642668,0.001045651,-117.1696961
0.012256103,-0.818835258,2.893247427,0.004545638,133.5605537,0.001613501,115.6692016,0.001928872,-131.1670543,0.000824735,-9.287786295,0.000441469,-106.4622757,0.001467278,-173.9433916,0.002011579,79.51491145,0.001892813,-131.1793169
0.013006043,-1.106195883,3.069775657,0.004951143,148.2086603,0.001909159,74.57025237,0.001349181,-69.83007403,0.002146575,-2.942599268,0.000830012,-168.1502141,0.002436689,-156.5154956,0.002670519,18.40517283,0.000667242,-82.48736135
0.010929714,-1.031696347,2.579264113,0.005570029,135.2296233,0.002214803,-42.70188901,0.000777761,100.6563819,0.00114163,-37.10748282,0.000254262,88.7436327,0.001731392,-145.5882547,0.002113426,10.70208269,0.000945507,-48.59072309
0.012428975,-1.081626936,2.933601001,0.004843073,148.7485736,0.0012527,32.36374183,0.000213956,-9.746467845,0.000520741,13.43494654,0.001190603,-27.16335519,0.002316617,-175.5561546,0.002062418,-26.73864734,0.00099236,38.17626002
0.011699532,-1.05463503,2.761430745,0.004257322,160.5738792,0.001863943,0.925376389,0.00095384,52.03537982,0.00183387,-17.6350824,0.001440335,-12.92710841,0.001440679,-178.8832197,0.000875799,20.69383039,0.00195944,-68.52564352
0.01163062,-1.052157974,2.745192329,0.0046796,149.768481,0.001936236,17.08550123,0.000960031,-143.7602506,0.001732665,-70.52143544,0.000676721,159.1010973,0.000878931,178.144479,0.001117088,48.04155063,0.001037004,-64.03713278
0.011446332,-1.411555898,2.701442802,0.005419599,174.5034358,0.001621001,-23.37385801,0.000672145,9.177147479,0.001430173,95.36639288,0.001428008,-113.5146698,0.00040325,42.12979472,0.001574445,36.31008635,0.000637366,13.65064048
0.012489288,-0.991314803,2.947959098,0.004768268,142.7979135,0.001002385,2.011543783,0.001123042,131.6234217,0.002376563,-56.32903617,0.00161303,50.49237676,0.002039013,-172.9476624,0.001255927,40.94827287,0.001890717,-50.2062919
0.010735779,-0.886164622,2.533925751,0.004357531,140.9302855,0.000487494,16.79078578,0.001102496,-58.00886151,3.89E-05,-142.1725548,0.001513673,-148.2924051,0.001849347,-157.1460818,0.00170987,23.15252434,0.000221036,47.39569189
0.011448466,-0.889180334,2.701957093,0.005134242,131.350214,0.001250357,122.8339654,0.00102355,-39.43535379,0.001351764,-24.87719815,0.0010561,-173.4359231,0.001502631,-158.2121811,0.001429531,10.94898858,0.000231979,-157.830923
0.010370408,-0.821776234,2.447849064,0.004752001,131.3557635,0.001034543,141.2863732,0.001444542,-83.99571764,0.001640284,3.992224022,0.001265701,-111.10496,0.000973896,151.7390644,0.001252889,26.34551654,0.001276898,-97.7752508
0.011310386,-0.979808328,2.669626835,0.00492697,139.847637,0.00149266,9.103289675,0.000800934,-118.7241144,0.001802502,-68.37433389,0.001143553,89.09167049,0.00321873,-174.6155597,0.002184255,15.63558183,0.00084427,10.06236009
0.01202582,-1.05938634,2.838295921,0.004555545,153.1110665,0.000894442,36.09487073,0.001091966,-108.0020621,0.001531936,5.624075233,0.000204177,-89.03279154,0.001790325,174.9374578,0.002351894,-22.75303744,0.001183207,17.03652934
0.010834435,-1.175177015,2.557217075,0.004905949,155.5096638,0.001420275,49.15253723,0.00079283,-116.093072,0.002750531,24.82873683,0.001085441,158.7120622,0.001876032,-151.0720192,0.002862239,15.12144385,0.000719235,68.88458387
0.011844135,-0.666853009,2.795973285,0.003658585,134.2636507,0.002326729,100.0972211,0.002784881,-106.4986726,0.002335812,-18.89451836,0.001428729,-2.764885529,0.002091347,160.4813391,0.000728329,-42.14827796,0.001287245,-16.01687245
0.011466447,-0.87917483,2.706661787,0.003560721,160.0752604,0.002303419,30.59264418,0.000714433,-120.1082486,0.002366809,-18.25700669,0.001758047,105.505405,0.001816406,-140.0334109,0.001678701,-4.304170644,0.001510149,-28.55831581
0.012042495,-0.98087225,2.842499609,0.004225623,152.8074323,0.001067024,48.67871524,0.002005645,-164.0497901,0.001996677,-39.37560332,0.001260318,38.40800259,0.001870635,-161.1406654,0.000890963,114.6291919,0.002137475,-76.23327665
0.011313308,-0.736503447,2.669789258,0.003815738,137.2141569,0.001660353,38.51164108,0.00058359,-50.2515891,0.00189477,-3.466252043,0.000731928,-14.52526071,0.001207595,144.0821695,0.002755972,12.8725954,0.000160885,-123.6324673
0.011891975,-0.785739235,2.806455347,0.004044414,137.6125891,0.000839695,66.12457879,0.00072177,-42.06624184,0.000669738,45.3703424,0.001861397,-141.4837784,0.000356214,91.35006471,0.001421536,76.23530601,0.001753923,-26.51317645
